number,date_time,temp,RH,site,block,treatment,
205,6/16/2017 14:00,80.184,59.427,CBE,2,soy,
206,6/16/2017 14:30,80.845,59.453,CBE,2,soy,
207,6/16/2017 15:00,80.492,57.176,CBE,2,soy,
208,6/16/2017 15:30,81.154,56.509,CBE,2,soy,
209,6/16/2017 16:00,78.953,60.312,CBE,2,soy,
210,6/16/2017 16:30,81.864,58.761,CBE,2,soy,
211,6/16/2017 17:00,86.482,54.721,CBE,2,soy,
212,6/16/2017 17:30,84.272,49.681,CBE,2,soy,
213,6/16/2017 18:00,85.082,48.379,CBE,2,soy,
214,6/16/2017 18:30,85.802,47.52,CBE,2,soy,
215,6/16/2017 19:00,84.227,47.606,CBE,2,soy,
216,6/16/2017 19:30,84.767,51.423,CBE,2,soy,
217,6/16/2017 20:00,87.028,53.261,CBE,2,soy,
218,6/16/2017 20:30,83.467,58.928,CBE,2,soy,
219,6/16/2017 21:00,71.92,77.28,CBE,2,soy,
220,6/16/2017 21:30,69.427,81.418,CBE,2,soy,
221,6/16/2017 22:00,66.087,89.309,CBE,2,soy,
222,6/16/2017 22:30,67.028,86.881,CBE,2,soy,
223,6/16/2017 23:00,64.974,91.464,CBE,2,soy,
224,6/16/2017 23:30,63.304,93.719,CBE,2,soy,
225,6/17/2017 0:00,62.406,95.654,CBE,2,soy,
226,6/17/2017 0:30,63.561,94.333,CBE,2,soy,
227,6/17/2017 1:00,65.53,90.846,CBE,2,soy,
228,6/17/2017 1:30,65.658,89.871,CBE,2,soy,
229,6/17/2017 2:00,66.344,86.355,CBE,2,soy,
230,6/17/2017 2:30,65.829,87.813,CBE,2,soy,
231,6/17/2017 3:00,66.943,85.994,CBE,2,soy,
232,6/17/2017 3:30,67.757,85.218,CBE,2,soy,
233,6/17/2017 4:00,67.627,86.411,CBE,2,soy,
234,6/17/2017 4:30,68.013,86.899,CBE,2,soy,
235,6/17/2017 5:00,68.27,87.124,CBE,2,soy,
236,6/17/2017 5:30,66.429,92.119,CBE,2,soy,
237,6/17/2017 6:00,66.043,93.049,CBE,2,soy,
238,6/17/2017 6:30,68.913,88.982,CBE,2,soy,
239,6/17/2017 7:00,70.63,86.716,CBE,2,soy,
240,6/17/2017 7:30,71.274,87.13,CBE,2,soy,
241,6/17/2017 8:00,72.869,86.034,CBE,2,soy,
242,6/17/2017 8:30,73.299,84.276,CBE,2,soy,
243,6/17/2017 9:00,75.898,81.089,CBE,2,soy,
244,6/17/2017 9:30,74.034,84.2,CBE,2,soy,
245,6/17/2017 10:00,74.206,84.977,CBE,2,soy,
246,6/17/2017 10:30,73.688,87.415,CBE,2,soy,
247,6/17/2017 11:00,75.724,84.297,CBE,2,soy,
248,6/17/2017 11:30,76.986,82.33,CBE,2,soy,
249,6/17/2017 12:00,77.815,80.114,CBE,2,soy,
250,6/17/2017 12:30,77.117,79.86,CBE,2,soy,
251,6/17/2017 13:00,77.421,76.745,CBE,2,soy,
252,6/17/2017 13:30,77.99,75.584,CBE,2,soy,
253,6/17/2017 14:00,79.128,73.326,CBE,2,soy,
254,6/17/2017 14:30,83.064,69.04,CBE,2,soy,
255,6/17/2017 15:00,87.163,58.202,CBE,2,soy,
256,6/17/2017 15:30,89.638,55.737,CBE,2,soy,
257,6/17/2017 16:00,90.1,51.365,CBE,2,soy,
258,6/17/2017 16:30,85.939,56.394,CBE,2,soy,
259,6/17/2017 17:00,88.03,54.203,CBE,2,soy,
260,6/17/2017 17:30,89.132,50.517,CBE,2,soy,
261,6/17/2017 18:00,82.976,61.347,CBE,2,soy,
262,6/17/2017 18:30,80.404,79.666,CBE,2,soy,
263,6/17/2017 19:00,75.551,84.669,CBE,2,soy,
264,6/17/2017 19:30,75.029,88.17,CBE,2,soy,
265,6/17/2017 20:00,74.034,89.444,CBE,2,soy,
266,6/17/2017 20:30,71.404,95.509,CBE,2,soy,
267,6/17/2017 21:00,70.759,96.634,CBE,2,soy,
268,6/17/2017 21:30,70.93,94.75,CBE,2,soy,
269,6/17/2017 22:00,70.63,96.483,CBE,2,soy,
270,6/17/2017 22:30,70.887,96.415,CBE,2,soy,
271,6/17/2017 23:00,70.502,95.459,CBE,2,soy,
272,6/17/2017 23:30,70.286,96.169,CBE,2,soy,
273,6/18/2017 0:00,70.201,96.711,CBE,2,soy,
274,6/18/2017 0:30,70.716,95.145,CBE,2,soy,
275,6/18/2017 1:00,70.543,96.18,CBE,2,soy,
276,6/18/2017 1:30,70.329,96.967,CBE,2,soy,
277,6/18/2017 2:00,70.201,97.762,CBE,2,soy,
278,6/18/2017 2:30,70.243,97.873,CBE,2,soy,
279,6/18/2017 3:00,70.416,98.475,CBE,2,soy,
280,6/18/2017 3:30,70.673,97.569,CBE,2,soy,
281,6/18/2017 4:00,70.759,97.266,CBE,2,soy,
282,6/18/2017 4:30,70.716,93.384,CBE,2,soy,
283,6/18/2017 5:00,69.728,93.032,CBE,2,soy,
284,6/18/2017 5:30,69.427,90.948,CBE,2,soy,
285,6/18/2017 6:00,69.514,90.689,CBE,2,soy,
286,6/18/2017 6:30,69.771,89.993,CBE,2,soy,
287,6/18/2017 7:00,70.115,89.686,CBE,2,soy,
288,6/18/2017 7:30,70.459,89.269,CBE,2,soy,
289,6/18/2017 8:00,70.502,89.684,CBE,2,soy,
290,6/18/2017 8:30,71.06,89.159,CBE,2,soy,
291,6/18/2017 9:00,71.748,89.468,CBE,2,soy,
292,6/18/2017 9:30,73.861,83.532,CBE,2,soy,
293,6/18/2017 10:00,74.12,82.747,CBE,2,soy,
294,6/18/2017 10:30,71.361,87.581,CBE,2,soy,
295,6/18/2017 11:00,74.25,87.072,CBE,2,soy,
296,6/18/2017 11:30,77.859,81.18,CBE,2,soy,
297,6/18/2017 12:00,77.99,70.18,CBE,2,soy,
298,6/18/2017 12:30,80.58,61.999,CBE,2,soy,
299,6/18/2017 13:00,80.139,58.396,CBE,2,soy,
300,6/18/2017 13:30,80.757,57.98,CBE,2,soy,
301,6/18/2017 14:00,78.427,58.842,CBE,2,soy,
302,6/18/2017 14:30,79.567,57.162,CBE,2,soy,
303,6/18/2017 15:00,77.77,58.445,CBE,2,soy,
304,6/18/2017 15:30,77.553,57.494,CBE,2,soy,
305,6/18/2017 16:00,80.978,55.362,CBE,2,soy,
306,6/18/2017 16:30,78.953,53.561,CBE,2,soy,
307,6/18/2017 17:00,80.272,53.917,CBE,2,soy,
308,6/18/2017 17:30,78.471,54.627,CBE,2,soy,
309,6/18/2017 18:00,75.247,58.292,CBE,2,soy,
310,6/18/2017 18:30,76.332,55.865,CBE,2,soy,
311,6/18/2017 19:00,75.681,56.56,CBE,2,soy,
312,6/18/2017 19:30,72.955,61.559,CBE,2,soy,
313,6/18/2017 20:00,73.472,61.301,CBE,2,soy,
314,6/18/2017 20:30,70.63,65.987,CBE,2,soy,
315,6/18/2017 21:00,68.614,70.309,CBE,2,soy,
316,6/18/2017 21:30,67.885,72.071,CBE,2,soy,
317,6/18/2017 22:00,66.857,74.817,CBE,2,soy,
318,6/18/2017 22:30,66.429,75.228,CBE,2,soy,
319,6/18/2017 23:00,65.872,76.364,CBE,2,soy,
320,6/18/2017 23:30,65.273,78.166,CBE,2,soy,
321,6/19/2017 0:00,64.074,81.384,CBE,2,soy,
322,6/19/2017 0:30,63.048,85.275,CBE,2,soy,
323,6/19/2017 1:00,63.946,83.195,CBE,2,soy,
324,6/19/2017 1:30,63.219,85.461,CBE,2,soy,
325,6/19/2017 2:00,62.62,87.498,CBE,2,soy,
326,6/19/2017 2:30,62.704,87.699,CBE,2,soy,
327,6/19/2017 3:00,61.761,90.011,CBE,2,soy,
328,6/19/2017 3:30,59.788,93.637,CBE,2,soy,
329,6/19/2017 4:00,60.046,92.575,CBE,2,soy,
330,6/19/2017 4:30,59.486,93.489,CBE,2,soy,
331,6/19/2017 5:00,58.885,94.624,CBE,2,soy,
332,6/19/2017 5:30,59.401,93.164,CBE,2,soy,
333,6/19/2017 6:00,58.023,95.737,CBE,2,soy,
334,6/19/2017 6:30,58.282,95.904,CBE,2,soy,
335,6/19/2017 7:00,65.102,86.003,CBE,2,soy,
336,6/19/2017 7:30,67.114,81.865,CBE,2,soy,
337,6/19/2017 8:00,72.093,72.46,CBE,2,soy,
338,6/19/2017 8:30,74.424,68.985,CBE,2,soy,
339,6/19/2017 9:00,75.681,67.527,CBE,2,soy,
340,6/19/2017 9:30,75.898,66.256,CBE,2,soy,
341,6/19/2017 10:00,74.683,63.511,CBE,2,soy,
342,6/19/2017 10:30,75.898,61.855,CBE,2,soy,
343,6/19/2017 11:00,74.64,63.75,CBE,2,soy,
344,6/19/2017 11:30,75.81,62.58,CBE,2,soy,
345,6/19/2017 12:00,76.55,59.794,CBE,2,soy,
346,6/19/2017 12:30,81.154,55.628,CBE,2,soy,
347,6/19/2017 13:00,74.424,61.111,CBE,2,soy,
348,6/19/2017 13:30,70.543,72.062,CBE,2,soy,
349,6/19/2017 14:00,78.251,53.601,CBE,2,soy,
350,6/19/2017 14:30,77.117,54.519,CBE,2,soy,
351,6/19/2017 15:00,79.041,49.849,CBE,2,soy,
352,6/19/2017 15:30,77.639,51.561,CBE,2,soy,
353,6/19/2017 16:00,77.945,51.075,CBE,2,soy,
354,6/19/2017 16:30,78.427,50.347,CBE,2,soy,
355,6/19/2017 17:00,79.743,48.906,CBE,2,soy,
356,6/19/2017 17:30,79.304,51.145,CBE,2,soy,
357,6/19/2017 18:00,76.028,51.091,CBE,2,soy,
358,6/19/2017 18:30,72.007,56.969,CBE,2,soy,
359,6/19/2017 19:00,64.161,69.032,CBE,2,soy,
360,6/19/2017 19:30,63.347,78.279,CBE,2,soy,
361,6/19/2017 20:00,64.288,73.76,CBE,2,soy,
362,6/19/2017 20:30,67.158,70.1,CBE,2,soy,
363,6/19/2017 21:00,61.032,76.548,CBE,2,soy,
364,6/19/2017 21:30,60.089,78.317,CBE,2,soy,
365,6/19/2017 22:00,60.132,78.183,CBE,2,soy,
366,6/19/2017 22:30,59.959,79.776,CBE,2,soy,
367,6/19/2017 23:00,59.745,82.863,CBE,2,soy,
368,6/19/2017 23:30,58.842,85.223,CBE,2,soy,
369,6/20/2017 0:00,58.023,88.812,CBE,2,soy,
370,6/20/2017 0:30,57.679,90.931,CBE,2,soy,
371,6/20/2017 1:00,57.376,92.329,CBE,2,soy,
372,6/20/2017 1:30,57.376,92.146,CBE,2,soy,
373,6/20/2017 2:00,56.815,92.692,CBE,2,soy,
374,6/20/2017 2:30,56.815,93.212,CBE,2,soy,
375,6/20/2017 3:00,57.42,93.194,CBE,2,soy,
376,6/20/2017 3:30,56.944,94.885,CBE,2,soy,
377,6/20/2017 4:00,57.247,95.752,CBE,2,soy,
378,6/20/2017 4:30,57.204,96.258,CBE,2,soy,
379,6/20/2017 5:00,57.247,96.929,CBE,2,soy,
380,6/20/2017 5:30,57.376,97.763,CBE,2,soy,
381,6/20/2017 6:00,56.772,97.773,CBE,2,soy,
382,6/20/2017 6:30,57.204,96.616,CBE,2,soy,
383,6/20/2017 7:00,61.72,89.712,CBE,2,soy,
384,6/20/2017 7:30,64.332,82.856,CBE,2,soy,
385,6/20/2017 8:00,66.686,77.395,CBE,2,soy,
386,6/20/2017 8:30,69.557,70.964,CBE,2,soy,
387,6/20/2017 9:00,71.231,67.03,CBE,2,soy,
388,6/20/2017 9:30,72.912,61.799,CBE,2,soy,
389,6/20/2017 10:00,73.99,57.907,CBE,2,soy,
390,6/20/2017 10:30,73.386,58.103,CBE,2,soy,
391,6/20/2017 11:00,73.256,57.567,CBE,2,soy,
392,6/20/2017 11:30,76.768,55.963,CBE,2,soy,
393,6/20/2017 12:00,74.554,54.316,CBE,2,soy,
394,6/20/2017 12:30,79.128,51.227,CBE,2,soy,
395,6/20/2017 13:00,76.419,50.136,CBE,2,soy,
396,6/20/2017 13:30,75.81,44.059,CBE,2,soy,
397,6/20/2017 14:00,79.128,45.249,CBE,2,soy,
398,6/20/2017 14:30,77.029,44.884,CBE,2,soy,
399,6/20/2017 15:00,76.899,43.643,CBE,2,soy,
400,6/20/2017 15:30,72.007,49.464,CBE,2,soy,
401,6/20/2017 16:00,65.487,68.319,CBE,2,soy,
402,6/20/2017 16:30,60.948,77.606,CBE,2,soy,
403,6/20/2017 17:00,57.936,90.993,CBE,2,soy,
404,6/20/2017 17:30,58.798,91.849,CBE,2,soy,
405,6/20/2017 18:00,58.928,91.736,CBE,2,soy,
406,6/20/2017 18:30,59.445,90.119,CBE,2,soy,
407,6/20/2017 19:00,60.948,88.727,CBE,2,soy,
408,6/20/2017 19:30,67.671,76.967,CBE,2,soy,
409,6/20/2017 20:00,69.858,77.674,CBE,2,soy,
410,6/20/2017 20:30,61.419,85.827,CBE,2,soy,
411,6/20/2017 21:00,60.433,86.645,CBE,2,soy,
412,6/20/2017 21:30,59.529,89.893,CBE,2,soy,
413,6/20/2017 22:00,57.979,92.205,CBE,2,soy,
414,6/20/2017 22:30,56.251,96.27,CBE,2,soy,
415,6/20/2017 23:00,56.469,97.728,CBE,2,soy,
416,6/20/2017 23:30,54.777,97.118,CBE,2,soy,
417,6/21/2017 0:00,53.645,97.453,CBE,2,soy,
418,6/21/2017 0:30,52.335,98.359,CBE,2,soy,
419,6/21/2017 1:00,52.16,98.882,CBE,2,soy,
420,6/21/2017 1:30,50.974,98.401,CBE,2,soy,
421,6/21/2017 2:00,52.378,99.563,CBE,2,soy,
422,6/21/2017 2:30,50.709,99.304,CBE,2,soy,
423,6/21/2017 3:00,50.445,98.966,CBE,2,soy,
424,6/21/2017 3:30,49.161,98.52,CBE,2,soy,
425,6/21/2017 4:00,48.405,99.292,CBE,2,soy,
426,6/21/2017 4:30,47.467,98.974,CBE,2,soy,
427,6/21/2017 5:00,47.377,98.788,CBE,2,soy,
428,6/21/2017 5:30,46.706,98.314,CBE,2,soy,
429,6/21/2017 6:00,47.422,99.484,CBE,2,soy,
430,6/21/2017 6:30,47.512,99.35,CBE,2,soy,
431,6/21/2017 7:00,54.126,97.98,CBE,2,soy,
432,6/21/2017 7:30,59.056,95.966,CBE,2,soy,
433,6/21/2017 8:00,63.604,92.178,CBE,2,soy,
434,6/21/2017 8:30,66.087,85.445,CBE,2,soy,
435,6/21/2017 9:00,68.356,78.042,CBE,2,soy,
436,6/21/2017 9:30,70.029,67.861,CBE,2,soy,
437,6/21/2017 10:00,73.472,62.762,CBE,2,soy,
438,6/21/2017 10:30,75.029,60.951,CBE,2,soy,
439,6/21/2017 11:00,76.071,55.907,CBE,2,soy,
440,6/21/2017 11:30,76.899,52.328,CBE,2,soy,
441,6/21/2017 12:00,79.216,49.093,CBE,2,soy,
442,6/21/2017 12:30,76.289,47.443,CBE,2,soy,
443,6/21/2017 13:00,80.272,48.172,CBE,2,soy,
444,6/21/2017 13:30,77.509,49.131,CBE,2,soy,
445,6/21/2017 14:00,77.421,46.75,CBE,2,soy,
446,6/21/2017 14:30,76.114,49.764,CBE,2,soy,
447,6/21/2017 15:00,75.029,53.13,CBE,2,soy,
448,6/21/2017 15:30,78.777,46.456,CBE,2,soy,
449,6/21/2017 16:00,78.559,46.957,CBE,2,soy,
